,Delta G,Delta H,G_SEM,H_SEM,System,Type
0,-3.048661478143223,-0.4157927233281953,0.29295086448701757,0.28436077087226985,a-bam-p,aliphatic_ammoniums
1,-0.5407958191704578,-1.1863300738259568,0.2159417567725363,0.34656470466112116,a-bam-s,aliphatic_ammoniums
2,-0.03253553673527687,-1.8585117872680712,0.20565174928583516,0.24254653756580358,a-but-p,aliphatic_carboxylates
3,-2.3652832752941526,-0.6723053612731746,0.25004567080359485,0.6368582151443992,a-but-s,aliphatic_carboxylates
4,-0.7446074430341652,-2.1143865582816943,0.22476934334343115,0.22237824453101523,a-cbu-p,cyclic_alcohols
5,-0.4330469338982139,-1.3760741227706603,0.20004248302280253,0.3275028897187701,a-chp-p,cyclic_alcohols
6,-1.0845150099825238,-2.054398137235694,0.19041404347033344,0.31978733126621306,a-cbu-s,cyclic_alcohols
7,-2.255201936564151,-3.6232554538619297,0.2169445328484806,0.39373214094525755,a-chp-s,cyclic_alcohols
8,0.028737395689383938,-1.296868823483237,0.19128532419946936,0.3496707783057403,a-cpe-p,cyclic_alcohols
9,-0.25174593883865715,-1.4586269881729095,0.1974393664467588,0.41304221636299565,a-coc-p,cyclic_alcohols
10,-1.8738131529282738,-3.8712976588794845,0.23372417533358456,0.4567897894419003,a-coc-s,cyclic_alcohols
11,-1.540047233825745,-1.9547325360508694,0.1940810516823128,0.3107727654024007,a-cpe-s,cyclic_alcohols
12,-3.0000943115573007,-4.705706349785032,0.21085849999819814,0.41478996364063836,a-hep-p,aliphatic_carboxylates
13,-2.8464512667292956,-4.698452737760817,0.24769421708348244,0.342629120655838,a-ham-s,aliphatic_ammoniums
14,-3.382823868024679,-3.709642816345877,0.36952506208664215,0.290837980587418,a-ham-p,aliphatic_ammoniums
15,-3.7549016593209776,-4.721726721585583,0.19331434440346904,0.4022226780095467,a-hep-s,aliphatic_carboxylates
16,-2.672934676148386,-5.085512541038042,0.21417465535555588,0.4037891586623941,a-hp6-p,aliphatic_carboxylates
17,-1.8614982173640149,-5.361756259204412,0.20616747834502538,0.4507169321703098,a-hex-p,aliphatic_carboxylates
18,-2.418758077828758,-3.982542278150504,0.19762659296443177,0.2842909797279101,a-hex-s,aliphatic_carboxylates
19,-2.9852424156920163,-4.746586322482472,0.210378211953712,0.38592142892214404,a-hp6-s,aliphatic_carboxylates
20,-2.2868316913603506,-4.99460091500805,0.20445797380035152,0.23845204190445685,a-hx2-p,aliphatic_carboxylates
21,-2.6810411758861283,-5.340699696760566,0.3039140008937762,0.6648701966505678,a-hpa-s,aliphatic_ammoniums
22,-3.922935020123872,-4.264992071355664,0.2709995345813793,0.2541589197613271,a-hpa-p,aliphatic_ammoniums
23,-2.168433547021716,-3.2917068093483977,0.19468233213835162,0.24398675692421934,a-hx2-s,aliphatic_carboxylates
24,0.6974950308315853,-0.01972318850312149,0.2009243801984697,0.46584205964790215,a-mba-p,aliphatic_ammoniums
25,-2.398757869230365,-2.166473369099549,0.21400922750189297,0.605987367524371,a-hx3-s,aliphatic_carboxylates
26,-0.9892096154015269,-3.1134746381576406,0.2146046377284646,0.3074340111108973,a-hx3-p,aliphatic_carboxylates
27,-1.2244493999100632,-0.991291277037817,0.21666720963169064,0.42350840640150567,a-mba-s,aliphatic_ammoniums
28,-2.954121972355437,-4.982939552442986,0.21376068825187491,0.3927301476740041,a-mhp-p,aliphatic_ammoniums
29,-1.972698554751573,-4.289636373727262,0.21309762088479878,0.2567258417826507,a-mha-p,aliphatic_ammoniums
30,-3.4580643874160257,-3.2154679073864827,0.21213133037164422,0.5458728021234537,a-mha-s,aliphatic_ammoniums
31,-3.8241273402477267,-4.867621142315329,0.2253333297764467,0.2614896819062524,a-mhp-s,aliphatic_ammoniums
32,-3.8742724123187733,-3.730981244607392,0.23040763378754592,0.26164438117392813,a-nmh-p,aliphatic_ammoniums
33,-1.7772149184281885,-0.9476181870086293,0.23375766456009947,0.2956811823607238,a-nmb-p,aliphatic_ammoniums
34,-1.9341790273099617,-1.6758982458341052,0.26157182516236527,0.2654278130270389,a-nmb-s,aliphatic_ammoniums
35,-2.184910425031503,-5.651439758967172,0.265677759796317,0.3300762563554555,a-nmh-s,aliphatic_ammoniums
